id:1,锈渍铁剑,下一次造成的伤害提升25%（血量低于10时才能使用）
id:8221,雷火蜴鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8222,雷火蜴心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8223,雷火蜴牙,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8224,地行蛛腹甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8225,地行蛛眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8226,地行蛛牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8227,地行蛛背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8228,地行蛛心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8229,地行蛛足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8230,异瞳蛛腹甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8231,异瞳蛛眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8232,异瞳蛛牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8233,异瞳蛛背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8234,异瞳蛛心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8235,异瞳蛛足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8236,巨鳄皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8237,巨鳄眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8238,巨鳄牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8239,巨鳄鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8240,巨鳄心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8241,巨鳄骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8242,铁臂猿皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8243,铁臂猿眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8244,铁臂猿牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8245,铁臂猿甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8246,铁臂猿心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8247,铁臂猿骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8248,森蛛腹甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8249,森蛛眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8250,森蛛牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8251,森蛛背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8252,森蛛心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8253,森蛛足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8254,泽蟒皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8255,泽蟒眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8256,泽蟒牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8257,泽蟒鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8258,泽蟒心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8259,泽蟒骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8260,炎蝎腹甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8261,炎蝎尾刺,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8262,炎蝎钳,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8263,炎蝎背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8264,炎蝎火毒囊,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8265,炎蝎螯,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8266,岩鳄皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8267,岩鳄眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8268,岩鳄牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8269,岩鳄鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8270,岩鳄心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8271,岩鳄骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8272,白狐皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8273,白狐尾,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8274,白狐牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8275,白狐绒,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8276,白狐心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8277,白狐骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8278,玉蟾皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8279,玉蟾眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8280,玉蟾牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8281,玉蟾甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8282,玉蟾心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8283,玉蟾骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8284,三目妖狼皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8285,三目妖狼眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8286,三目妖狼牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8287,三目妖狼绒,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8288,三目妖狼心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8289,三目妖狼骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8290,阴灵蟒皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8291,阴灵蟒眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8292,阴灵蟒牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8293,阴灵蟒鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8294,阴灵蟒心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8295,阴灵蟒骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8296,霜熊皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8297,霜熊眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8298,霜熊牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8299,霜熊绒,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8300,霜熊心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8301,霜熊骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8302,嗜焰蟒皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8303,嗜焰蟒眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8304,嗜焰蟒牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8305,嗜焰蟒鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8306,嗜焰蟒心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8307,嗜焰蟒骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8308,推山兽皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8309,推山兽眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8310,推山兽牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8311,推山兽甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8312,推山兽心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8313,推山兽骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8314,翼虎皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8315,翼虎眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8316,翼虎牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8317,翼虎甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8318,翼虎心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8319,翼虎骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8320,三目妖猴皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8321,三目妖猴眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8322,三目妖猴牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8323,三目妖猴绒,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8324,三目妖猴心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8325,三目妖猴骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8326,噬金甲腹甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8327,噬金甲眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8328,噬金甲牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8329,噬金甲背甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8330,噬金甲心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8331,噬金甲足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8332,藤蛇皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8333,藤蛇眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8334,藤蛇牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8335,藤蛇鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8336,藤蛇心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8337,藤蛇骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8338,墨蛟皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8339,墨蛟眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8340,墨蛟牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8341,墨蛟鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8342,墨蛟心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8343,墨蛟骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8344,炙火蝎腹甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8345,炙火蝎眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8346,炙火蝎牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8347,炙火蝎腹甲,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8348,炙火蝎心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8349,炙火蝎足,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8350,地龙兽皮,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8351,地龙兽眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8352,地龙兽牙,妖兽的牙、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8353,地龙兽鳞,妖兽的鳞甲、可用于炼器，亲和最强、操控次之，但韧性为零。
id:8354,地龙兽心脏,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
id:8355,地龙兽骨,妖兽的骨、可用于炼器，操控最强、灵性次之，但亲和为零。
id:8356,冥蛛腹甲,妖兽皮，可用于炼器，亲和最强、操控次之，但韧性为零。
id:8357,冥蛛眼,妖兽特殊器官，可用于炼器，灵性最强、坚固次之，但操控为零。
